school_name,district,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,exclusionary,exclusionary_ps,district_size,d_black,d_hisp,d_white,d_esol,d_migrant,d_frl,school_name_unique,year,fac_schtype
Bacon County Elementary School,Bacon County,483,86.54,23,13,59,3,4.6,1,0.0020703933747412,2046,20.8250244379277,12.010752688172,63.1353861192571,3.9786412512219,2.72140762463343,73.948137829912,Bacon County Elementary School_Bacon County,2016,E
Baker County K12 School,Baker County,308,89.09,60,12,22,3,0,0,0,308,60,12,22,0,3,89.09,Baker County K12 School_Baker County,2016,K12
Oak Hill MS,Baldwin County,1117,83.89,69,2,25,0,0,653,0.584601611459266,5340,64.7945692883895,2.1374531835206,28.0820224719101,0.647977528089888,0,80.4769475655431,Oak Hill MS_Baldwin County,2016,M
Eagle Ridge Elementary School,Baldwin County,769,77.03,82,0,15,0,0,221,0.287386215864759,5340,64.7945692883895,2.1374531835206,28.0820224719101,0.647977528089888,0,80.4769475655431,Eagle Ridge Elementary School_Baldwin County,2016,
Baldwin High School,Baldwin County,1266,83.97,69,2,24,0,0.2,399,0.315165876777251,5340,64.7945692883895,2.1374531835206,28.0820224719101,0.647977528089888,0,80.4769475655431,Baldwin High School_Baldwin County,2016,H
Midway Elementary School,Baldwin County,526,87.83,63,0,32,0,0,80,0.152091254752852,5340,64.7945692883895,2.1374531835206,28.0820224719101,0.647977528089888,0,80.4769475655431,Midway Elementary School_Baldwin County,2016,E
Blandy Hills Elementary School,Baldwin County,744,83.6,58,4,32,0,3.2,57,0.0766129032258065,5340,64.7945692883895,2.1374531835206,28.0820224719101,0.647977528089888,0,80.4769475655431,Blandy Hills Elementary School_Baldwin County,2016,
Creekside Elementary School,Baldwin County,918,67.65,46,4,43,0,0.9,117,0.127450980392157,5340,64.7945692883895,2.1374531835206,28.0820224719101,0.647977528089888,0,80.4769475655431,Creekside Elementary School_Baldwin County,2016,
Banks County Middle School,Banks County,656,66.01,3,8,87,0,2.3,0,0,2802,2.5581727337616,8.53854389721627,85.7084225553176,3.2866880799429,0,64.0260778015703,Banks County Middle School_Banks County,2016,M
Banks County Elementary School,Banks County,637,67.97,2,8,87,0,3.3,12,0.0188383045525903,2802,2.5581727337616,8.53854389721627,85.7084225553176,3.2866880799429,0,64.0260778015703,Banks County Elementary School_Banks County,2016,E
Banks County High School,Banks County,908,57.05,3,9,85,0,1.4,31,0.0341409691629956,2802,2.5581727337616,8.53854389721627,85.7084225553176,3.2866880799429,0,64.0260778015703,Banks County High School_Banks County,2016,H
Banks County Primary School,Banks County,601,68.22,2,9,84,0,7.2,0,0,2802,2.5581727337616,8.53854389721627,85.7084225553176,3.2866880799429,0,64.0260778015703,Banks County Primary School_Banks County,2016,E
Apalachee High School,Barrow County,1732,56,13,18,61,0,2.1,182,0.105080831408776,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Apalachee High School_Barrow County,2016,H
County Line Elementary School,Barrow County,882,70.75,11,21,58,0,13.5,20,0.0226757369614512,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,County Line Elementary School_Barrow County,2016,E
Haymon-Morris Middle School,Barrow County,726,54.82,14,17,62,0,3.3,42,0.0578512396694215,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Haymon-Morris Middle School_Barrow County,2016,M
Bear Creek Middle School,Barrow County,813,60.02,17,15,59,0,2.2,56,0.0688806888068881,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Bear Creek Middle School_Barrow County,2016,M
Kennedy Elementary School,Barrow County,783,69.48,17,20,54,0,11.4,21,0.0268199233716475,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Kennedy Elementary School_Barrow County,2016,E
Bramlett Elementary School,Barrow County,680,42.35,6,14,69,0,8.4,13,0.0191176470588235,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Bramlett Elementary School_Barrow County,2016,E
Westside Middle School,Barrow County,686,66.03,10,17,62,0,2.5,80,0.116618075801749,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Westside Middle School_Barrow County,2016,M
Bethlehem Elementary School,Barrow County,782,58.31,11,20,61,0,10.2,23,0.0294117647058824,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Bethlehem Elementary School_Barrow County,2016,E
Russell Middle School,Barrow County,752,55.72,11,14,62,0,3.2,73,0.0970744680851064,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Russell Middle School_Barrow County,2016,M
Yargo Elementary School,Barrow County,802,49.5,14,15,62,0,9.6,19,0.0236907730673317,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Yargo Elementary School_Barrow County,2016,E
Auburn Elementary School,Barrow County,705,73.62,6,16,63,0,10.9,38,0.0539007092198582,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Auburn Elementary School_Barrow County,2016,E
Winder-Barrow High School,Barrow County,1897,51.71,14,14,61,0,1.8,177,0.0933052187664734,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Winder-Barrow High School_Barrow County,2016,H
Holsenbeck Elementary School,Barrow County,877,63.06,14,16,59,0,8.1,58,0.0661345496009122,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Holsenbeck Elementary School_Barrow County,2016,E
Statham Elementary School,Barrow County,883,57.42,16,15,61,0,9.9,35,0.0396375990939977,13000,12.75,16.4915384615385,60.8699230769231,6.2391,0,58.4374469230769,Statham Elementary School_Barrow County,2016,E
Woodland Middle School at Euharlee,Bartow County,801,50.56,6,9,81,0,0.2,71,0.0886392009987516,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Woodland Middle School at Euharlee_Bartow County,2016,M
Clear Creek Elementary School,Bartow County,519,57.23,3,8,87,0,3.7,0,0,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Clear Creek Elementary School_Bartow County,2016,E
Adairsville High School,Bartow County,948,43.46,5,6,88,0,1.2,70,0.0738396624472574,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Adairsville High School_Bartow County,2016,H
Pine Log Elementary,Bartow County,350,65.14,2,7,87,0,3.4,4,0.0114285714285714,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Pine Log Elementary_Bartow County,2016,E
Euharlee Elementary School,Bartow County,512,52.15,6,5,84,0,2.7,0,0,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Euharlee Elementary School_Bartow County,2016,E
Cass High School,Bartow County,628,56.15,14,13,68,0,1.4,129,0.205414012738854,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Cass High School_Bartow County,2016,H
Cloverleaf Elementary,Bartow County,705,69.79,15,16,60,0,8.5,0,0,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Cloverleaf Elementary_Bartow County,2016,E
White Elementary School,Bartow County,547,61.79,12,13,69,0,7.7,65,0.118829981718464,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,White Elementary School_Bartow County,2016,E
Adairsville Elementary School,Bartow County,646,55.73,7,4,82,0,2.8,12,0.0185758513931889,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Adairsville Elementary School_Bartow County,2016,E
Mission Road Elementary School,Bartow County,451,61.86,12,11,74,0,6.7,0,0,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Mission Road Elementary School_Bartow County,2016,E
South Central Middle School,Bartow County,649,72.91,10,16,68,0,1.8,156,0.240369799691834,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,South Central Middle School_Bartow County,2016,M
Cass Middle School,Bartow County,945,62.33,14,16,64,0,3.4,64,0.0677248677248677,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Cass Middle School_Bartow County,2016,M
Allatoona Elementary School,Bartow County,426,80.05,4,26,65,0,15.5,17,0.039906103286385,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Allatoona Elementary School_Bartow County,2016,E
Woodland High School,Bartow County,1643,46.99,9,10,78,0,0.5,187,0.113816189896531,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Woodland High School_Bartow County,2016,H
Kingston Elementary School,Bartow County,454,82.6,16,22,56,0,13.4,0,0,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Kingston Elementary School_Bartow County,2016,E
Adairsville Middle School,Bartow County,730,55.62,6,6,85,0,1.6,70,0.0958904109589041,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Adairsville Middle School_Bartow County,2016,M
Hamilton Crossing Elementary School,Bartow County,561,57.75,11,21,61,0,13.7,2,0.0035650623885918,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Hamilton Crossing Elementary School_Bartow County,2016,E
Taylorsville Elementary School,Bartow County,492,56.3,4,9,83,0,2.4,12,0.024390243902439,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Taylorsville Elementary School_Bartow County,2016,E
Emerson Elementary School,Bartow County,393,75.57,4,12,79,0,7.6,0,0,12400,8.73435483870968,11.6501612903226,75.0034677419355,4.24316129032258,0,58.7492096774194,Emerson Elementary School_Bartow County,2016,E
Ben Hill Elementary School,Ben Hill County,750,63.85,45,13,38,1,2,60,0.08,3085,42.8927066450567,11.1111831442464,42.264829821718,2.62878444084279,0.73128038897893,81.845131280389,Ben Hill Elementary School_Ben Hill County,2016,E
Ben Hill County Primary School,Ben Hill County,837,94.54,45,10,41,1,6.5,64,0.0764635603345281,3085,42.8927066450567,11.1111831442464,42.264829821718,2.62878444084279,0.73128038897893,81.845131280389,Ben Hill County Primary School_Ben Hill County,2016,E
Fitzgerald High School,Ben Hill County,829,94.52,42,9,46,0,0.2,234,0.28226779252111,3085,42.8927066450567,11.1111831442464,42.264829821718,2.62878444084279,0.73128038897893,81.845131280389,Fitzgerald High School_Ben Hill County,2016,H
Ben Hill County Middle School,Ben Hill County,669,70.43,39,13,44,1,1.5,101,0.150971599402093,3085,42.8927066450567,11.1111831442464,42.264829821718,2.62878444084279,0.73128038897893,81.845131280389,Ben Hill County Middle School_Ben Hill County,2016,M
Berrien High School,Berrien County,797,83.56,12,9,76,2,0.6,105,0.131744040150565,2987,12.2731837964513,7.93270840308001,75.6645463675929,1.87586206896552,1.72313357884165,83.5272949447606,Berrien High School_Berrien County,2016,H
Berrien Academy Performance Learning Center,Berrien County,70,82.86,13,3,83,0,0,38,0.542857142857143,2987,12.2731837964513,7.93270840308001,75.6645463675929,1.87586206896552,1.72313357884165,83.5272949447606,Berrien Academy Performance Learning Center_Berrien County,2016,H
Berrien Middle School,Berrien County,687,83.55,11,7,78,1,0.6,81,0.117903930131004,2987,12.2731837964513,7.93270840308001,75.6645463675929,1.87586206896552,1.72313357884165,83.5272949447606,Berrien Middle School_Berrien County,2016,M
Berrien Elementary School,Berrien County,736,83.56,13,9,74,2,1.1,26,0.0353260869565217,2987,12.2731837964513,7.93270840308001,75.6645463675929,1.87586206896552,1.72313357884165,83.5272949447606,Berrien Elementary School_Berrien County,2016,E
Berrien Primary School,Berrien County,697,83.5,13,7,74,2,5.6,1,0.00143472022955524,2987,12.2731837964513,7.93270840308001,75.6645463675929,1.87586206896552,1.72313357884165,83.5272949447606,Berrien Primary School_Berrien County,2016,E
Skyview Elementary School,Bibb County,464,52.08,33,3,57,0,0,67,0.144396551724138,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Skyview Elementary School_Bibb County,2016,E
Burdell Elementary School,Bibb County,499,88.37,91,4,2,0,1.8,84,0.168336673346693,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Burdell Elementary School_Bibb County,2016,E
Howard High School,Bibb County,1300,69.46,58,4,30,0,1.2,444,0.341538461538462,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Howard High School_Bibb County,2016,H
Ballard Hudson Middle School,Bibb County,737,74.77,95,3,2,0,0,522,0.708276797829037,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Ballard Hudson Middle School_Bibb County,2016,M
Bruce Elementary School,Bibb County,606,94.67,91,2,5,0,0,122,0.201320132013201,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Bruce Elementary School_Bibb County,2016,E
Academy For Classical Education,Bibb County,1130,86.43,16,3,72,0,0.9,27,0.0238938053097345,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Academy For Classical Education_Bibb County,2016,K12
Central High School,Bibb County,1097,84.92,87,2,8,0,0,383,0.349134001823154,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Central High School_Bibb County,2016,H
Westside High School,Bibb County,1357,94.81,89,2,7,0,0,514,0.378776713338246,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Westside High School_Bibb County,2016,H
Vineville Academy,Bibb County,482,77.75,79,5,15,0,1.2,3,0.00622406639004149,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Vineville Academy_Bibb County,2016,E
Rutland High School,Bibb County,1087,78.75,47,8,41,0,1.7,270,0.248390064397424,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Rutland High School_Bibb County,2016,H
Howard Middle School,Bibb County,933,94.52,64,4,24,0,1.8,222,0.237942122186495,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Howard Middle School_Bibb County,2016,M
Northeast High School,Bibb County,746,92.05,96,1,2,0,0,878,1.1769436997319,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Northeast High School_Bibb County,2016,H
Miller Magnet Middle School,Bibb County,792,87.59,92,2,4,0,0,302,0.381313131313131,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Miller Magnet Middle School_Bibb County,2016,M
Rutland Middle School,Bibb County,912,73.24,46,9,40,0,1.6,407,0.446271929824562,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Rutland Middle School_Bibb County,2016,M
Price Educational Center,Bibb County,465,54.87,65,7,12,0,2.1,7,0.0150537634408602,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Price Educational Center_Bibb County,2016,
Williams Elementary School,Bibb County,249,85.02,96,1,2,0,0.4,51,0.204819277108434,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Williams Elementary School_Bibb County,2016,E
Southwest High School,Bibb County,866,94.23,94,2,2,0,0,624,0.720554272517321,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Southwest High School_Bibb County,2016,H
Rosa Taylor Elementary School,Bibb County,478,87.57,65,7,21,0,2.3,49,0.102510460251046,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Rosa Taylor Elementary School_Bibb County,2016,E
LakeBridge Behavioral Health System,Bibb County,214,88.71,48,3,45,0,0,0,0,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,LakeBridge Behavioral Health System_Bibb County,2016,
Weaver Middle School,Bibb County,788,85.52,84,6,7,0,1.8,307,0.389593908629442,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Weaver Middle School_Bibb County,2016,M
Heritage Elementary School,Bibb County,687,66.96,63,4,25,0,2.3,61,0.0887918486171761,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Heritage Elementary School_Bibb County,2016,E
Union Elementary School,Bibb County,506,92.23,96,1,2,0,0,142,0.280632411067194,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Union Elementary School_Bibb County,2016,E
Riley Elementary School,Bibb County,316,65.06,94,2,3,0,0,125,0.395569620253165,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Riley Elementary School_Bibb County,2016,E
Morgan Elementary School,Bibb County,384,88.42,71,22,6,0,10.2,115,0.299479166666667,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Morgan Elementary School_Bibb County,2016,
Brookdale Elementary School,Bibb County,380,88.42,93,3,3,0,1.3,142,0.373684210526316,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Brookdale Elementary School_Bibb County,2016,E
Alexander II Magnet School,Bibb County,502,58.24,69,3,23,0,1.4,39,0.0776892430278885,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Alexander II Magnet School_Bibb County,2016,E
Bernd Elementary School,Bibb County,369,85.1,88,2,8,1,0,110,0.29810298102981,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Bernd Elementary School_Bibb County,2016,E
Porter Elementary School,Bibb County,426,63.85,25,28,41,0,15.3,15,0.0352112676056338,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Porter Elementary School_Bibb County,2016,E
Springdale Elementary School,Bibb County,517,66.99,46,3,44,0,1.2,17,0.0328820116054159,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Springdale Elementary School_Bibb County,2016,E
Carter Elementary School,Bibb County,459,61.94,58,3,28,0,3.9,80,0.174291938997821,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Carter Elementary School_Bibb County,2016,E
Lane Elementary School,Bibb County,469,80.78,75,5,12,0,2.6,52,0.110874200426439,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Lane Elementary School_Bibb County,2016,E
Martin Luther King Jr Elementary School,Bibb County,623,82.05,96,0,1,0,0,420,0.674157303370787,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Martin Luther King Jr Elementary School_Bibb County,2016,E
Southfield Elementary School,Bibb County,750,88.9,90,6,3,0,2.8,354,0.472,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Southfield Elementary School_Bibb County,2016,E
Macon Charter Academy,Bibb County,640,86.24,95,1,3,0,0.2,192,0.3,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Macon Charter Academy_Bibb County,2016,
Hartley Elementary School,Bibb County,404,79.32,97,0,0,0,0,136,0.336633663366337,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Hartley Elementary School_Bibb County,2016,E
Heard Elementary School,Bibb County,571,40.61,30,7,57,0,4.6,9,0.0157618213660245,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Heard Elementary School_Bibb County,2016,E
Ingram/Pye Elementary School,Bibb County,596,85.53,95,1,3,0,0,69,0.115771812080537,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Ingram/Pye Elementary School_Bibb County,2016,E
Barden Elementary School,Bibb County,283,79.32,93,2,2,0,0,135,0.477031802120141,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Barden Elementary School_Bibb County,2016,
Appling Middle School,Bibb County,609,90.39,97,0,2,0,0,508,0.834154351395731,24693,73.2148382132588,4.16535050419147,18.4502085611307,1.39027254687563,0.0149435062568339,80.5651573320374,Appling Middle School_Bibb County,2016,M
Bleckley County High School,Bleckley County,662,54.23,23,2,72,0,0,9,0.013595166163142,2357,26.2948663555367,2.47093763258379,67.3911752227408,0,0.222316504030547,72.2100636402206,Bleckley County High School_Bleckley County,2016,H
Bleckley Middle School,Bleckley County,528,61.55,25,3,68,0,0,14,0.0265151515151515,2357,26.2948663555367,2.47093763258379,67.3911752227408,0,0.222316504030547,72.2100636402206,Bleckley Middle School_Bleckley County,2016,M
Bleckley County Success Academy,Bleckley County,58,94.83,33,3,64,0,0,51,0.879310344827586,2357,26.2948663555367,2.47093763258379,67.3911752227408,0,0.222316504030547,72.2100636402206,Bleckley County Success Academy_Bleckley County,2016,H
Bleckley County Elementary School,Bleckley County,524,86.83,28,3,64,1,0,51,0.0973282442748092,2357,26.2948663555367,2.47093763258379,67.3911752227408,0,0.222316504030547,72.2100636402206,Bleckley County Elementary School_Bleckley County,2016,E
Bleckley County Primary School,Bleckley County,585,86.84,29,2,65,0,0,27,0.0461538461538462,2357,26.2948663555367,2.47093763258379,67.3911752227408,0,0.222316504030547,72.2100636402206,Bleckley County Primary School_Bleckley County,2016,E
Waynesville Primary School,Brantley County,380,87.89,2,2,93,0,0.5,6,0.0157894736842105,3281,2.7183785431271,2.44681499542822,92.1209996952149,0.270649192319415,0,81.9560438890582,Waynesville Primary School_Brantley County,2016,E
Atkinson Elementary School,Brantley County,242,88.02,4,2,92,0,0.4,13,0.0537190082644628,3281,2.7183785431271,2.44681499542822,92.1209996952149,0.270649192319415,0,81.9560438890582,Atkinson Elementary School_Brantley County,2016,E
Brantley County Middle School,Brantley County,521,88.1,3,2,93,0,0,64,0.122840690978887,3281,2.7183785431271,2.44681499542822,92.1209996952149,0.270649192319415,0,81.9560438890582,Brantley County Middle School_Brantley County,2016,M
Nahunta Elementary School,Brantley County,284,88.03,4,4,91,0,0.4,31,0.109154929577465,3281,2.7183785431271,2.44681499542822,92.1209996952149,0.270649192319415,0,81.9560438890582,Nahunta Elementary School_Brantley County,2016,E
Brantley County High School,Brantley County,956,67.26,2,2,93,0,0.1,154,0.161087866108787,3281,2.7183785431271,2.44681499542822,92.1209996952149,0.270649192319415,0,81.9560438890582,Brantley County High School_Brantley County,2016,H
Hoboken Elementary School,Brantley County,506,87.94,2,3,92,0,0,11,0.0217391304347826,3281,2.7183785431271,2.44681499542822,92.1209996952149,0.270649192319415,0,81.9560438890582,Hoboken Elementary School_Brantley County,2016,E
Nahunta Primary School,Brantley County,392,88.01,4,3,89,0,1,2,0.00510204081632653,3281,2.7183785431271,2.44681499542822,92.1209996952149,0.270649192319415,0,81.9560438890582,Nahunta Primary School_Brantley County,2016,E
Brooks County High School,Brooks County,525,88.64,55,11,29,2,0.8,103,0.196190476190476,2028,52.9728796844182,10.2115384615385,33.5285996055227,3.12209072978304,1.83727810650888,88.458624260355,Brooks County High School_Brooks County,2016,H
Quitman Elementary School,Brooks County,625,85.53,70,10,19,1,5.3,93,0.1488,2028,52.9728796844182,10.2115384615385,33.5285996055227,3.12209072978304,1.83727810650888,88.458624260355,Quitman Elementary School_Brooks County,2016,E
Brooks County Middle School,Brooks County,487,89.09,53,9,35,1,0.6,250,0.513347022587269,2028,52.9728796844182,10.2115384615385,33.5285996055227,3.12209072978304,1.83727810650888,88.458624260355,Brooks County Middle School_Brooks County,2016,M
North Brooks Elementary School,Brooks County,391,92.11,23,11,61,4,5.9,5,0.0127877237851662,2028,52.9728796844182,10.2115384615385,33.5285996055227,3.12209072978304,1.83727810650888,88.458624260355,North Brooks Elementary School_Brooks County,2016,E
Dr. George Washington Carver Elementary School,Bryan County,733,35.61,15,9,64,0,1.2,14,0.0190995907230559,8521,15.9615068653914,6.72221570238235,69.3166295035794,1.06346672925713,0,37.4011043304776,Dr. George Washington Carver Elementary School_Bryan County,2016,E
